#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_4955	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster	NA
ASV_4956	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade	SAR86_clade	NA
ASV_4957	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	Clade_II	NA
ASV_4958	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	Hydrogenedensaceae	uncultured_bacterium
ASV_4959	Bacteria	Desulfobacterota	Desulfuromonadia	PB19	PB19	PB19	NA
ASV_4960	Bacteria	Proteobacteria	Gammaproteobacteria	UBA10353_marine_group	UBA10353_marine_group	UBA10353_marine_group	unidentified_marine
ASV_4961	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group	NA
ASV_4962	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hellea	NA
ASV_4963	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	uncultured_marine
ASV_4964	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4965	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_4966	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_4967	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Woesearchaeales	Woesearchaeales	NA
ASV_4968	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	uncultured_marine
ASV_4969	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4970	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	uncultured_bacterium
ASV_4971	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	NA
ASV_4972	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula	NA
ASV_4973	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	NA	NA
ASV_4974	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA	NA
ASV_4975	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_4976	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	NA	NA	NA
ASV_4977	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group	NA
ASV_4978	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4979	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_4980	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
ASV_4981	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_4982	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Persicirhabdus	NA
ASV_4983	Bacteria	Margulisbacteria	Margulisbacteria	Margulisbacteria	Margulisbacteria	Margulisbacteria	uncultured_marine
ASV_4984	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Aureispira	uncultured_Bacteroidetes
ASV_4985	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	NA
ASV_4986	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	NA	NA
ASV_4987	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade	SAR86_clade	NA
ASV_4988	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	SAR202_clade	SAR202_clade	NA
ASV_4989	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hellea	NA
ASV_4990	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade	NA
ASV_4991	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Unknown_Family	uncultured_organism
ASV_4992	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66	JG30-KF-CM66	JG30-KF-CM66	marine_metagenome
ASV_4993	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS2b_marine_group	NA
ASV_4994	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia	NA
ASV_4995	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_4996	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	NA
ASV_4997	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_4998	Bacteria	Margulisbacteria	Margulisbacteria	Margulisbacteria	Margulisbacteria	Margulisbacteria	uncultured_bacterium
ASV_4999	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade	SAR86_clade	uncultured_bacterium
ASV_5000	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	NA
ASV_5001	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	NA
ASV_5002	Bacteria	Patescibacteria	Gracilibacteria	JGI_0000069-P22	JGI_0000069-P22	JGI_0000069-P22	NA
ASV_5003	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib	NA
ASV_5004	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	uncultured_Planctomyces
ASV_5005	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	uncultured_marine
ASV_5006	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_5007	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia	uncultured_alpha
ASV_5008	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	uncultured	uncultured	uncultured_marine
ASV_5009	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	uncultured	NA
ASV_5010	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	AEGEAN-169_marine_group	uncultured_bacterium
ASV_5011	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_5012	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_5013	Bacteria	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	NA
ASV_5014	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	NA	NA	NA
ASV_5015	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66	JG30-KF-CM66	JG30-KF-CM66	marine_metagenome
ASV_5016	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	SAR202_clade	SAR202_clade	SAR202_cluster
ASV_5017	Bacteria	Myxococcota	Polyangia	Blfdi19	Blfdi19	Blfdi19	uncultured_bacterium
ASV_5018	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	NA	NA
ASV_5019	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group	NA
ASV_5020	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_5021	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_5022	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	FS140-16B-02_marine_group	uncultured_bacterium
ASV_5023	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	NA	NA
ASV_5024	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	NA	NA
ASV_5025	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera	NA
ASV_5026	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	Clade_II	unidentified_marine
ASV_5027	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS2b_marine_group	NA
ASV_5028	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA	NA
ASV_5029	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996_marine_group	NA
ASV_5030	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_5031	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster	NA
ASV_5032	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_5033	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_5034	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA
ASV_5035	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Unknown_Family	uncultured_marine
ASV_5036	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_5037	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	NA
ASV_5038	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera	uncultured_Lentisphaerae
ASV_5039	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hellea	NA
ASV_5040	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	uncultured_Sphingobacterium
ASV_5041	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA	NA
ASV_5042	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea	NA
ASV_5043	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_5044	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	NA	NA
ASV_5045	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade	SAR86_clade	NA
ASV_5046	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_5047	Bacteria	Actinobacteriota	Actinobacteria	PeM15	PeM15	PeM15	NA
ASV_5048	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus	NA
ASV_5049	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	uncultured_Flavobacteriia
ASV_5050	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5051	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella	NA
ASV_5052	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA	NA
ASV_5053	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	uncultured_bacterium
ASV_5054	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	NA	NA
ASV_5055	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster	NA
ASV_5056	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	NA
ASV_5057	Bacteria	Proteobacteria	Gammaproteobacteria	HglApr721	HglApr721	HglApr721	uncultured_bacterium
ASV_5058	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	uncultured_bacterium
ASV_5059	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS7_marine_group	NS7_marine_group	NA
ASV_5060	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_5061	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	NA
ASV_5062	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	hydrothermal_vent
ASV_5063	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum	uncultured_Cytophagia
ASV_5064	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS2b_marine_group	NA
ASV_5065	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	NA
ASV_5066	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	uncultured	NA
ASV_5067	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group	NA
ASV_5068	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster	NA
ASV_5069	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	marine_metagenome
ASV_5070	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_5071	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	AEGEAN-169_marine_group	metagenome
ASV_5072	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Woesearchaeales	Woesearchaeales	NA
ASV_5073	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
ASV_5074	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus	NA
ASV_5075	Archaea	Thermoplasmatota	Thermoplasmata	Marine_Group_II	Marine_Group_II	Marine_Group_II	NA
ASV_5076	Bacteria	Proteobacteria	Gammaproteobacteria	OM182_clade	OM182_clade	OM182_clade	NA
ASV_5077	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	NA	NA
ASV_5078	Bacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	hydrothermal_vent
ASV_5079	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_5080	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_5081	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS2b_marine_group	NA
ASV_5082	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	Clade_II	uncultured_proteobacterium
ASV_5083	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group	uncultured_marine
ASV_5084	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group	NA
ASV_5085	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA	NA
ASV_5086	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	Clade_II	unidentified_marine
ASV_5087	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	NA
ASV_5088	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	[Caedibacter]_taeniospiralis_group	NA
ASV_5089	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	uncultured_marine
ASV_5090	Bacteria	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	NA
ASV_5091	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5092	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	KI89A_clade	KI89A_clade	marine_gamma
ASV_5093	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera	uncultured_Lentisphaerae
ASV_5094	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum	NA
ASV_5095	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	uncultured	NA
ASV_5096	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA	NA
ASV_5097	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_5098	Bacteria	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	uncultured_marine
ASV_5099	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA	NA
ASV_5100	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	Clade_II	NA
ASV_5101	Bacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	NA
ASV_5102	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5103	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	NA
ASV_5104	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster	NA
ASV_5105	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	uncultured_Peredibacter
ASV_5106	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA	NA
ASV_5107	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales	Bradymonadales	Bradymonadales	NA
ASV_5108	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster	NA
ASV_5109	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_5110	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	uncultured	NA
ASV_5111	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	SAR202_clade	SAR202_clade	hydrothermal_vent
ASV_5112	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group	NA
ASV_5113	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	NA
ASV_5114	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	uncultured_marine
ASV_5115	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	Candidatus_Puniceispirillum	NA
ASV_5116	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	NA
ASV_5117	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	NA	NA
ASV_5118	Bacteria	Planctomycetota	Pla4_lineage	Pla4_lineage	Pla4_lineage	Pla4_lineage	uncultured_bacterium
ASV_5119	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_5120	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_5121	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_5122	Bacteria	NB1-j	NB1-j	NB1-j	NB1-j	NB1-j	NA
ASV_5123	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	AEGEAN-169_marine_group	metagenome
ASV_5124	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	NA
ASV_5125	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_5126	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS2b_marine_group	NA
ASV_5127	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_5128	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	uncultured	Flavobacteria_bacterium
ASV_5129	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_fermentum
ASV_5130	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	uncultured_bacterium
ASV_5131	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	NA	NA
ASV_5132	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_5133	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	NA	NA
ASV_5134	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_5135	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
ASV_5136	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	IheB2-31	uncultured_gamma
ASV_5137	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA	NA
ASV_5138	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade	SAR86_clade	NA
ASV_5139	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade	SAR86_clade	NA
ASV_5140	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5141	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	uncultured_bacterium
ASV_5142	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	uncultured	NA
ASV_5143	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade	SAR86_clade	hydrothermal_vent
ASV_5144	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_5145	Bacteria	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	NA
ASV_5146	Bacteria	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	uncultured_bacterium
ASV_5147	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	NA	NA
ASV_5148	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_5149	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA	NA
ASV_5150	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	SAR202_clade	SAR202_clade	hydrothermal_vent
ASV_5151	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia	uncultured_alpha
ASV_5152	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade	SAR86_clade	NA
ASV_5153	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS7_marine_group	NS7_marine_group	NA
ASV_5154	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix	NA
ASV_5155	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hellea	uncultured_bacterium
ASV_5156	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV_5157	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	AEGEAN-169_marine_group	NA
ASV_5158	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	uncultured	uncultured	NA
ASV_5159	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_5160	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured	uncultured_organism
ASV_5161	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group	hydrothermal_vent
ASV_5162	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	NA	NA
ASV_5163	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade	marine_metagenome
ASV_5164	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_5165	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	PS1_clade	PS1_clade	uncultured_Alphaproteobacteria
ASV_5166	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5167	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group	NA
ASV_5168	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA	NA
ASV_5169	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured	uncultured_Alphaproteobacteria
ASV_5170	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	uncultured	NA
ASV_5171	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia	NA
ASV_5172	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group	NA
ASV_5173	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group	uncultured_marine
ASV_5174	Bacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	NA
ASV_5175	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	NA
ASV_5176	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5177	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	NA	NA
ASV_5178	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_5179	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	uncultured_bacterium
ASV_5180	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	uncultured	NA
ASV_5181	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_5182	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_5183	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA	NA
ASV_5184	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA
ASV_5185	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5186	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_5187	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	uncultured_Legionellales
ASV_5188	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_5189	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	NA	NA
